quiz,midterm exam,sleeping time,breakfast,transportation means,last exam
86.9,76.1,8.1,1,0,87.9
62.4,90.3,6.9,0,0,77.2
82.3,68.2,9.6,0,0,79.7
80.9,71.8,9.4,1,0,86.6
73.6,84.6,7.5,0,1,78.8
78.4,89.6,9.3,1,2,83.3
85.3,93.5,9.6,1,0,98.9
83.7,98.8,7.6,1,2,90.3
63.6,79.2,10,1,0,81.7
83.2,94.3,7.5,1,0,86.2
74.4,75.9,7.2,1,0,77.3
75.7,90.8,8.5,0,2,87.8
75.7,82.5,7.1,1,0,77.9
73.5,85.3,7.6,1,0,83
86.9,85.1,9.2,0,0,89.1
74.2,60.7,7.5,1,0,75
63.8,66.5,5.5,1,2,59.6
71.1,81.2,7.9,1,1,81.3
76.8,59.8,6.7,0,2,60.9
87.3,90,8.5,1,2,89.3
81,90.5,8.3,1,1,87.3
66.5,83.9,9.3,1,0,81.1
99.9,66.5,8.6,1,0,91.2
77.6,96.6,8.8,0,0,88.6
87.8,100,6.7,1,0,94.9
73.5,81.8,8.5,1,0,85.5
80.3,86.1,9.9,1,0,95.1
83.4,82.4,6.7,0,0,78
87.2,86.4,9.7,1,2,92.5
85.6,78.6,6.8,0,1,80.4
83.7,79.6,6.5,1,0,82.1
71.8,90.9,7.9,1,0,82.4
69.3,100,8.4,1,2,87.3
78.3,63.2,8.6,0,0,73
84.3,78.8,6.3,0,0,81.5
72.8,65.8,8,1,0,82.3
85.7,99.1,6.7,1,2,91.2
89.5,72.9,5.7,1,1,84.6
65.8,62.7,6.4,1,2,63
66.6,87.7,6.6,1,0,82.2
73.6,100,8.1,1,0,87.3
78.1,88,8.9,1,0,88.5
69.8,82.5,5.7,0,1,78.6
88.5,84.9,7.9,1,2,84.4
79.2,97,6.1,1,0,91
75.4,69.5,8.3,1,2,78.5
60.6,78.7,6.8,0,0,74.4
61.8,74.6,6.2,1,1,67.2
77.8,66,8.5,1,1,80
53.7,76.1,6.8,1,0,70
85.1,93.3,7.1,1,2,89.9
73.4,86.8,4.8,1,0,73.8
100,87.7,8.6,1,0,98.5
98.1,81.8,8.5,1,2,90.6
73.2,86.3,7.5,0,2,70.8
73.9,70.4,5.7,0,0,68.4
85,76.3,9,0,2,74.9
92,82.3,6.7,1,2,82
58.6,83.3,7,1,0,77.3
57.1,83.8,10,1,0,82
68.8,78.3,6.7,0,2,70.7
80.8,75.5,8.4,0,0,78.2
80,100,8.2,0,1,92.7
85.7,90.9,8,0,0,88.5
63,85,7.8,0,0,77
51.8,77.2,8,1,0,75.3
83.6,74.6,7.8,1,2,76.9
66.7,78.4,7.4,1,2,74.6
54.8,83.5,9.3,1,0,80.2
76.5,57.4,5.9,1,0,68.8
82.9,61.2,8.7,1,1,81
73.8,72.4,8.5,1,0,81.9
70.4,82.5,8.3,1,0,82.5
73.4,77.1,8.8,0,0,79.5
71.3,97.7,7.4,0,0,86
61.5,62.2,5.3,0,0,64.4
67.9,71,7.4,1,0,75.6
80.2,98.2,6.3,0,0,89.4
78.2,81.6,6.6,1,1,83.1
76.7,90.6,6,0,0,75.6
65,100,6.9,1,2,76.7
73.2,71.7,6.8,0,2,73.1
53.2,78.8,4.6,1,0,66.4
76.8,76.7,8.3,0,2,76.6
89.3,56.5,10,0,0,83.8
60.3,76.3,8.2,1,0,76
69.1,90.6,7.3,1,1,82.5
78.3,86.5,7.4,0,2,76.2
87.5,87.4,7,1,1,89.1
70.5,75.5,7.6,1,1,79.4
68.1,72.1,7.5,1,0,74.3
55.3,95.2,6.5,1,0,75.4
76,74,9.5,1,0,91.9
95.4,83.5,5.7,0,1,83.7
77.8,82,8.4,1,1,82.6
74.8,97.5,7.4,1,2,86.8
78.2,91.7,9.8,1,0,92.4
74.9,64.5,7.9,1,0,73.3
66.9,65.7,7.1,1,1,72.6
83.2,86.9,7.2,1,1,83.9
77.3,79.2,7.5,1,0,87.4
75.2,74.5,6.1,1,0,78.6
65.2,92.2,6.6,1,0,80.3
88,82.2,5.4,1,0,84.2
81.6,80.6,6.4,0,1,81.4
69.5,89.4,7.6,1,0,84.3
85,75.5,7.9,1,2,87.3
70,98.8,5.1,1,0,86.2
67.2,70.5,7.3,1,0,76.2
67.4,87.9,8.2,1,0,80.7
57.3,97.2,7.3,1,2,77
79.7,63.5,6.7,1,2,73.2
56.7,75.9,7,0,0,66.6
62.7,93.7,6.9,0,0,82.2
54.2,93.9,6.7,1,0,74.8
74.1,77.9,7.7,1,0,79.3
73.5,71.2,10,1,2,77.2
71.7,91.5,6.6,1,2,81.7
64.6,94.2,7.1,1,0,80.3
63.3,66,7.4,1,1,65.2
79.6,65.6,6.7,1,2,75.7
69.5,82.7,8.8,1,0,82.2
78.2,87.6,4.7,1,0,77.4
66.1,76.4,6.9,1,1,72.5
76.8,88.2,8.5,1,2,89.1
88,71.5,7.1,1,0,81.1
80.9,54.6,6.5,1,2,67.9
70.9,74.9,8,0,0,75
77.6,80.8,8.6,0,1,77.8
72.6,76.7,7.8,0,1,74
75.1,66.1,6.5,0,2,63.6
71.7,58.2,8,0,2,68.9
73.4,73.8,7,1,0,78.2
77.1,90.8,8.4,1,2,92.4
65.1,95.1,9.3,1,2,81.5
64.8,94.3,4.4,1,0,74.8
61.1,70.2,7.6,1,2,73.4
59,66.2,5.4,1,1,68.1
62.8,86,10,1,0,85.7
76.6,87.6,6.9,1,0,81.2
66.1,84.8,8.4,1,2,83.4
80.1,55.8,7.5,1,1,73.1
75.3,69.6,6.5,1,1,73.8
55.3,79.6,6.4,0,2,68.2
81.5,85.8,9.4,1,1,89.7
83.1,89.2,8.6,0,2,80.7
65.1,81.7,9.8,0,0,80.5
79.2,84,7.6,1,2,79.1
66.4,81,7.8,1,0,70.6
76,88.2,7.2,1,0,82.4
62.4,83.8,7.2,1,0,76.2
57.1,80.8,6.2,1,0,69.2
71.2,76.8,7.6,1,0,81.1
73.8,81,6.6,0,0,74.7
71,85.8,8,1,0,85.2
63.2,83.2,7.7,1,0,75.3
71,84.6,7.8,1,0,85.6
77.7,96.1,9.5,0,2,82.7
74.6,83.2,7.5,0,1,72
76.8,72.2,8.4,1,1,84.1
68.3,90.6,10,1,0,85.9
86.7,63.6,9.1,1,2,84.5
63.2,67,8.9,1,0,76.6
79.9,84,7.1,0,0,84.2
86.8,86.2,7.8,1,2,88.9
79.8,65.1,5.9,1,2,71.1
73,75.4,8.1,0,1,76.9
69.7,72.7,7.8,1,2,77.5
85.4,74.2,7.5,1,0,84.2
60.8,91.3,8.7,1,1,80.1
65.3,88.5,6.1,0,2,73.4
71,79.8,9.5,1,1,76.9
87.4,73.4,8.6,1,2,86.5
78.8,63.8,7.4,1,0,80.9
65.3,97,7.3,0,0,85.2
71.9,87.1,8.1,1,0,88.2
68.9,71.5,9.3,1,0,79.5
67.9,88.6,7.6,1,0,82.5
84.8,79.2,7.7,1,0,82.2
61.3,76.6,7.5,1,1,79.4
91.1,85.2,9.6,0,1,89.3
83.3,71.1,7.1,1,2,77.9
85.9,75.9,7.5,0,0,82.4
70.4,81.5,9.3,0,0,77.2
73.5,74,7.7,1,2,70.1
60.7,88,8.9,0,0,79.2
69.8,100,6.4,1,1,83.4
79.9,70.9,7.3,1,1,78.6
88,60,9.3,1,0,86
63.9,56,6.7,1,2,63
71.3,78.2,7.3,1,0,81.7
73.5,72,7.8,0,2,73.2
61,82.5,6.3,1,0,74.1
80.9,81.6,7,0,0,78
67.8,60.8,7.6,1,2,68.5
73,58.2,7.6,1,2,68.9
70.5,83.6,9,1,2,83.4
67.1,81.6,9.3,0,0,79.7
74.9,74.9,6.5,0,2,70
72.8,60.1,7.6,1,2,68.8
71.3,85.7,8.3,1,1,80.6
67.7,95.3,9.3,1,1,92.2
78.2,83.3,8.4,1,2,85.8
91.5,69.8,7.8,0,2,74.6
76.4,80.5,8.3,0,2,79.8
85,63.6,8.3,1,0,75.5
61.1,92.7,6.4,1,0,82.2
76.6,81,7.7,0,1,77.4
64,58.8,9.3,1,1,72.7
60.2,76.4,7.3,1,2,64.4
67.6,85.6,7.7,0,0,75
86.9,76,7.2,1,0,86
84.5,76.7,4.7,1,0,76.8
77.4,65.3,7.5,1,0,74.6
59.7,86.8,7.9,1,0,83.5
73,72.2,6.9,0,1,79.5
78,54.1,6.1,1,0,72.9
76.8,75.5,6.4,1,2,71.5
56.6,91.8,8.4,1,0,86.5
66.1,75.4,9.9,1,1,75.6
74.4,100,9.2,1,1,91.1
80.4,85.1,5.9,1,0,83.1
53,84.1,8.5,0,1,78.7
73.4,78.5,6.7,1,2,77.9
76.4,79.2,6.8,1,0,79.5
83.5,76.8,6.9,1,2,76.2
81.9,76.4,8.3,1,0,88
80.8,86.4,8.7,1,2,83.6
67,68.8,7.4,1,1,73.7
55.9,67.1,7.4,1,2,60.9
71.1,66.5,8.1,1,0,77.9
85,100,8.2,1,0,96.8
88.9,86.4,8.9,1,0,89.2
82.1,83.7,6,0,0,83.3
79.3,67.3,7.5,1,0,80.4
78.8,87.5,6.2,1,0,86.2
69.4,78.6,7.4,1,2,74
73.7,82.6,7.2,0,2,75.5
91.7,68.3,7.4,1,0,84.1
65.6,81.9,6.5,0,0,73.6
91.1,74.9,5.7,1,0,83.4
71.8,70.8,5,0,0,72.8
88.3,88.8,7.3,1,0,93.7
60.9,61.5,7,0,0,61.4
80.9,86.8,6.7,0,2,81.4
67.6,88.2,9.1,1,1,88.1
60.8,69.4,6.5,0,0,66.6
77.2,70.2,9.2,1,2,79.9
85.1,77.3,9.4,1,0,90.3
66.6,83.4,5.2,1,1,71.7
60,78.2,7.6,0,0,71.3
74.1,85.2,7,1,0,85
74.1,100,4,1,0,81.2
80.5,73.9,5.8,1,0,81.2
84.5,59.4,8.4,1,2,79.3
74.4,89.9,9.9,0,1,90
93.6,100,8.6,1,2,100
77.2,84.7,7.9,1,0,85.3
71.5,66.9,7.5,1,2,71.9
58.9,78.5,9.5,1,2,76
72.4,66.6,10,1,1,79.4
71.6,87.7,6.8,1,2,80
84.6,63.8,5.1,1,2,65.4
79.6,76.4,5,1,2,74
63.2,67.9,9.1,1,2,67.5
76.7,81.5,7.4,1,0,80.3
81.7,75.6,7.7,1,0,85.6
90.3,82.1,5.4,1,2,80.1
83.9,80.3,6.6,0,1,81.9
82.6,68.2,7.1,1,0,78.9
75.6,87.5,7.7,1,1,88.1
78.9,79.4,7,1,0,81.6
87.5,68.1,6.3,0,0,70.9
61.7,100,6.6,1,0,83.5
71.5,85.7,8.9,1,1,78.3
67.3,78.2,7.8,1,0,74.4
78.8,97,8.2,1,0,89.1
87.3,100,6.4,0,0,86.7
69,78.3,4,1,2,66.3
51.1,84.2,6.9,1,1,68.7
70.9,68.1,6.5,1,0,69.3
84.1,78.2,7.9,1,1,89.4
80.4,77.6,10,0,1,82.2
79.3,82.2,8.3,1,0,79.6
72.2,84,10,0,2,79.4
62.2,86.7,8.2,1,0,77.6
80.2,82.9,6.7,1,0,81
66.7,65.5,7.9,1,2,71.8
96.8,68.7,9.6,1,2,85.2
80.7,73.4,9.7,1,0,82.6
69.2,76.6,6.8,1,0,78.3
68.9,92.6,7.8,1,1,87.7
74.1,66,5.8,1,2,70.2
72.6,75.7,8.5,0,0,70.9
86.2,91.4,9.4,1,0,91.4
76.9,76.4,7.5,1,0,81.5
67.7,85.5,6.7,1,0,78.9
93.9,78.3,7.9,1,2,84.8
75.5,83.1,8,1,2,77.5
82.7,77.3,7.6,1,0,80
68.9,88,7.7,0,2,82.2
78.6,61.5,7.3,1,0,75.7
78.1,75.6,8.7,0,2,78.8
56.1,83.6,8.4,0,0,74.7
95.2,86.4,6.3,0,0,87.4
87.9,97.9,6.3,1,0,91.7
71,75.3,7.2,1,2,70.6
64,97.8,8.4,1,0,81.9
78.5,72.1,7.7,1,0,81.7
75.9,95.9,6.7,1,0,87.7
78.6,89.8,7.8,0,0,87.8
76.9,69,7.1,0,0,76.8
80.1,83.7,8.6,1,2,81.2
89.5,79.4,7.9,1,0,91.7
80.7,87.5,7.1,0,2,81.8
64.5,77.3,7.8,1,1,78.4
88.6,76.3,9.1,1,2,91.9
91.4,96.4,6.8,1,2,95.9
100,78.8,8,0,2,87.6
63.8,89.9,7.4,1,1,82
77.4,77.3,8,1,0,86.2
54.2,100,6.7,1,1,77.3
80.5,71.9,7.6,1,1,78.5
69.5,72.6,8.8,0,0,78.5
94.2,98.3,6.4,1,0,92.2
67.3,74.7,5.9,1,1,74.4
58.1,99.2,6,1,2,76.3
70.3,90.7,6.1,1,0,79
55.2,78.1,8.2,1,2,70.9
82.5,58.2,5.8,0,0,73.8
54.3,79.8,7.1,0,0,70.2
75.3,81.2,8.2,1,2,80.3
54.2,94,8,0,2,74.3
71.8,99.1,7,0,1,84.8
91.4,71.8,7.7,1,0,84.8
78.6,89.6,7.6,1,1,87.6
66.4,89.2,7.2,0,0,75.5
74.7,92.9,7.2,1,2,80.1
75.2,86,10,0,0,84.5
79.7,56.7,8.5,0,0,74.9
61.3,78.1,10,1,1,80.3
80.9,66.1,6.9,0,0,74.2
48,77.6,7.4,1,1,71.1
68.7,91.8,5.9,1,0,82.1
70.1,83.7,6.5,1,0,78.7
81.3,93.8,9.8,0,0,88.5
75.2,84.1,6.9,1,2,76
60.9,64.4,9.8,0,0,67.4
65.2,49.7,6,0,2,56.4
77,81.8,6.2,1,2,74.4
74.2,77.4,7.1,1,0,78.4
69.2,68.3,7.4,0,0,71.5
70.2,59.6,8.6,0,0,74.3
82,71.2,8,1,1,84.1
69.8,77.7,7,1,0,77.8
74.1,88,7.3,1,0,88.3
96.7,82.3,7.1,1,0,84.8
60.8,99.3,6.4,1,2,83.5
56.5,67.6,6.4,0,2,62.6
82.8,90.6,8.7,1,1,91.1
68.2,80.6,5.3,0,1,68.5
71.8,88.3,9.4,0,0,83.6
67.2,74.8,7.1,1,0,77.8
72.4,92.9,6.6,1,2,82.1
91,83.5,8.4,0,1,89.6
83,71.8,9.3,1,0,83.3
83.6,79.9,8.8,1,0,85.3
60.8,77.1,8.1,0,1,73
63.5,85.9,8.8,0,0,81.7
46.6,65.8,5.4,0,0,57.9
66.9,79.6,6.9,1,1,80.8
84.6,84.7,6.4,1,1,84.6
80.2,80.4,9,1,0,87.2
72.8,96.2,7,1,0,88.7
74.8,89.3,8.5,0,0,88.3
68.1,79.9,8.1,0,1,72.4
77,82.6,6.5,0,1,74.4
82.7,83.5,6.8,0,2,77.1
58.8,84.8,9.1,0,0,87.1
78,58.1,6.6,1,0,71.8
84.3,76.4,7.6,0,2,77.2
70.8,62.2,6.6,1,0,73.2
82,95.3,7.1,1,2,89.1
100,79.3,7.4,1,2,88.1
74,77.7,6.6,0,0,79.3
78.9,90.8,6.3,1,1,81
67.6,85.1,7.8,1,0,79.5
76.8,66.5,6.5,0,2,71.8
79.6,79.1,6.5,1,0,81.6
76.9,76,6.4,1,2,71.1
64.8,59.1,7.4,1,2,61.4
77.1,71.7,8.6,1,0,79.3
89.6,77.8,9.3,1,0,90.6
79.5,78.6,6.6,1,0,82.9
84.6,62.2,10,1,0,82.7
72.6,93.8,6.3,1,2,81.3
82.5,78.8,8.8,1,0,85.8
77.8,80.5,6.6,0,0,82.2
65.5,84.8,6.5,1,0,85.7
78.2,70.5,6.6,1,2,72.5
65.1,85.5,7.4,0,2,74.5
68.7,75.6,8.2,1,0,80.3
76.9,69.2,8.3,1,2,76.5
78,86.9,6.4,1,1,84.6
63.1,97.9,6.3,0,0,80.5
85.5,88.7,6.4,0,2,79.1
80.7,91.1,7.4,1,0,92.4
68,73.8,7.2,1,0,76.8
59.6,60.8,6.4,1,2,60.7
73.6,97.9,7.8,1,0,96.5
70.5,100,10,0,1,88.9
76.1,98.5,6.9,0,0,86.4
71.4,76,7,1,0,78.4
54.9,66.1,8.2,0,2,62.4
71.1,67.2,6.8,1,2,71.3
71.9,59.8,8.3,0,2,64.8
81.3,78.7,6.6,1,0,84.1
68,99.3,9.7,1,1,85
91.8,78.3,7.9,1,1,84
55.9,83.6,6.8,1,0,79.8
88.1,96.5,6.8,1,2,84.7
72.8,75.2,6.9,1,2,68.1
83.6,100,9.1,1,0,93
75.8,100,6,1,0,92.5
86.4,78.4,6.7,1,0,79
71.1,73.1,6.8,1,1,72.5
64,88.4,7.5,1,0,76.5
89.2,75.8,7.2,1,2,80.5
73.9,66.1,5.7,1,0,71.1
77.2,95.4,7,1,2,82.6
87.3,94.6,7.4,1,0,98.1
64.7,81.9,6.7,0,2,66.5
81,64.8,8.3,1,0,79.7
69.1,65.2,8.6,1,1,76
73.7,81.3,7.4,1,1,77.9
75.7,74,7.8,1,2,77.9
60,75.9,4.9,1,0,68
67.2,92.3,7,0,0,80.9
88.5,88.8,8.7,1,1,92
83.9,96.5,7,1,0,85
74.4,68.1,6.6,0,0,76.1
77.4,75.9,10,0,2,85.5
72.1,89.1,9.7,1,0,88.3
88.6,85.4,8.1,1,0,88
73,98.4,8.9,1,2,91.8
77.3,85,4.8,1,0,85.3
86.5,100,6.6,1,0,92.2
67.2,86.5,6.9,0,2,72.7
90.6,92.7,7.2,1,0,92.5
59.7,76.1,6.9,0,2,61.1
91.3,80.2,4.4,1,0,81.6
71.3,90.9,8,1,2,87
72.6,99.4,8.2,1,0,89.6
56.1,88.8,9.4,1,0,78.7
70.5,79,6.6,1,0,79.4
64.6,96.5,6.5,1,0,80.4
68.9,53.7,4.3,0,1,58.4
73.6,62.9,7.1,0,0,67.1
84.6,88.2,8.6,1,2,84.2
77.1,80.2,6.8,1,1,82.6
78.1,87.3,10,1,2,87.5
64,80.8,7.2,0,0,72
66.2,86.9,7.7,1,0,81.9
93,70.2,5.9,1,1,79.2
67.6,86.8,7.8,1,2,76.1
91.6,91.9,5.1,1,2,88.1
72.6,94.6,8.3,1,0,90.9
75,100,8.4,1,1,90.7
85.7,82.9,9.1,0,2,84.1
87.7,83.3,6.3,0,0,82.9
73.9,61.7,7.7,0,2,69.1
71.1,73.6,8.2,1,0,76.9
74.4,77.7,8,0,0,81.5
78.4,92.6,6.5,1,1,86.4
83.9,72.7,4.6,1,0,76.1
75,89.6,7.9,1,2,81.2
81.2,80,7.3,1,0,86.6
91.4,77.9,6.8,0,0,82.9
78.8,83,8.4,0,0,81.5
78.1,75.3,7.4,0,1,76.1
59.8,74.9,5.9,1,0,73
48.7,59.5,5.2,1,0,53.8
78.9,77,6.1,0,2,71.6
74.1,74.2,10,1,0,87.5
69.9,73.8,8.4,1,0,78.7
77.4,85,7.7,1,0,86.2
74.4,87.9,7.3,0,0,84.7
86.3,82.8,7.2,1,0,89.7
75.9,91.9,8.9,1,0,88.6
67.5,86.9,6.9,1,0,80.2
84.9,76.5,8.2,1,2,84.6
72.8,74.4,7.1,1,0,80.9
80.3,83.8,9.8,0,1,86
70.2,86.9,8.4,1,2,80.5
68.5,96.8,9,1,0,89.9
75.8,94.3,6.8,1,1,89.8
75.1,73.5,8.8,1,0,85.2
79.8,78.8,7.1,1,0,84.8
72.3,88.1,7.6,1,0,81.2
56.6,92.8,9.5,1,2,78.9
70.7,91.3,6.2,1,0,81.6
82.9,79.2,7.7,1,0,89.6
72,65,8,1,0,75.1
72.5,68,8.1,1,2,77.2
84.9,83.3,7,1,0,84.5
67.9,84.1,10,0,0,81.3
59.6,66.8,5.9,1,0,68.9
73.4,80.5,9.3,1,1,88.8
70.2,87.6,9,1,0,85.4
65.3,66.2,9.8,1,0,69.5
73.2,93.3,5.6,1,1,77.1
79.9,75.5,6.5,1,0,81
74.9,95.1,9.3,1,2,83.2
78.1,73.6,5.2,1,1,72.6
93.1,67.7,5.6,0,1,76.5
71.6,74.5,6.9,1,0,69.9
77.8,78.9,7.7,1,0,82
69.9,75.3,9.4,0,0,75.4
66.5,77.4,7.3,1,1,71.6
69.2,84,6.8,1,1,76.4
70.2,77.9,7.9,1,0,76.8
78.6,79.2,8.1,1,2,81.7
98.5,59.5,8,1,1,86.8
67.8,84.7,7.3,1,0,79.5
70.8,78.9,5.2,1,0,73.4
74.4,99.3,6.4,1,0,86
79,68.7,9.2,1,0,79.2
77.6,58.3,7.7,1,1,70
87.8,87.4,7.1,0,1,80.4
50.7,84.2,8.8,0,0,69.7
51.1,67.9,6.1,0,0,66.8
70,61.6,7.2,1,0,70.1
86,98.4,7.7,1,2,81.3
59.3,97,7,0,2,72.7
44.9,50.2,7.6,0,2,46.5
80.7,74.5,7.3,1,2,77.8
77.4,100,5.8,1,0,87.5
64.1,74.3,7.7,0,0,73
65.1,74.1,5.9,0,1,68.4
65.3,76.6,7.7,0,0,73
76.1,66.5,9.1,1,2,72
68.7,59.5,7.2,0,0,67.4
79.9,92.6,6.1,1,2,85.3
46.5,57.9,7.3,1,2,62.9
66.4,83,6.5,1,2,73
63.7,90.6,8.2,0,1,78.8
72.4,62.6,7.3,1,0,75.2
69.6,68.9,9.6,1,2,80
83,94.6,8.9,1,0,92.3
56.4,86.4,7.3,0,2,71.8
75.5,72.6,8.4,1,0,78.5
80.6,94.4,7,1,1,89
93.6,94.5,7.5,0,0,95.2
70.2,83.2,7.1,1,0,76.6
78.2,69.2,8.4,1,0,79.2
57,75,9.2,1,1,78.1
51.1,83.4,8.5,0,0,74.6
83.4,77.7,8.6,0,0,86.8
74.9,91.3,8.6,1,0,91.2
86.8,61.6,8.2,1,0,79.7
61.3,62.1,6.1,1,0,73.2
80.2,82.2,9.5,1,2,85.4
93.7,74.1,9.7,1,0,82.3
79.2,72.5,7.2,1,2,75.3
77.8,58.8,7.1,0,0,69.3
75.1,80.2,8.2,1,0,86
59.3,79.4,8.2,1,2,71.4
88.6,87.8,7.3,1,0,93.4
68.9,80.8,6,0,0,75.6
80,78.4,7.9,0,0,78.1
59.4,94.1,8.2,0,0,79.3
63.2,64.3,8.4,1,2,66.4
89.4,86.4,7.9,1,2,87.7
71.5,59.9,7.2,0,2,62.6
89.5,69.9,8.7,0,0,83.4
74.2,65.4,7.6,0,0,72.2
56.6,89.4,6.9,1,0,76.8
83.9,79.2,7.3,0,2,84
69.1,79.8,5.4,1,0,74.3
82,66.7,7.3,1,0,73.2
75.3,76.4,8.3,1,2,81.4
59.6,70.8,7.9,1,0,76
76.6,84.6,9.3,1,1,81.2
97,68.1,7.2,1,0,83.3
79.9,96,8.1,1,2,88.8
74.4,59.9,8.5,1,0,77.2
85.8,70.3,10,1,1,86.4
77.1,100,7.7,1,0,91.2
77.1,74.8,6.2,1,0,75.4
64.1,64.2,8.5,1,0,66.2
77.3,82.6,9.7,1,1,93.6
85.4,74.3,7.1,1,1,79.2
66.6,70,8.5,0,0,74.2
89.2,66.8,9,1,2,80.9
74.1,100,8.7,1,2,90.8
66.1,77,7.7,1,0,77.9
85,56.9,6.7,1,0,75.5
72.1,97.9,7.4,0,1,75.9
82.6,87.3,8.1,1,0,86.6
72.1,70.8,8.6,1,0,81.6
74.4,68.8,7.9,0,0,77
79.9,88.1,7,1,0,83.4
77.9,77,8.2,0,2,71.6
55,56.9,8.5,0,0,64.2
63.8,100,8,0,0,74.7
84.3,74.8,6.5,1,0,78.2
73.7,97.9,7.3,1,0,93.5
69.8,95.3,8.6,0,0,89.7
61.4,68,5.8,1,1,68.9
64.2,92.4,5,0,0,75.5
54.8,72.2,9.3,1,2,64.6
74,57.6,8.1,0,0,68.6
69,74.9,8.2,0,0,75.1
65.3,84.8,6.2,0,0,72.3
74.3,74.4,8.4,1,2,76.2
78.6,76.3,7.8,1,1,85.5
95.9,93.7,5.6,1,0,90.4
59.9,81.3,9.2,0,0,75.9
86.6,69.9,7.7,1,2,81.2
84.7,88.4,7,1,0,84.1
67.2,82.4,7,0,2,69.4
77,49.7,5.1,0,0,60.7
70.4,85.1,8.2,0,2,76.8
76.9,84.7,7.8,1,2,80.2
90.1,80.2,7.3,1,0,86.7
81.1,90.7,9,1,2,85.8
80.1,71.9,5.8,0,0,71.3
70.7,84,6.8,1,0,82.3
60.2,61.2,6.5,1,0,65.5
72.9,84.9,7.2,0,0,81.3
87.1,100,7.6,1,0,91.7
59.7,68.1,8,1,1,69.2
64.4,70.9,7.1,0,2,65.6
76.3,71.5,6.4,1,0,76.6
65.2,81.6,9.5,1,1,84
67.1,67.2,10,1,0,77.4
70.8,85.1,7.7,1,2,80.9
61.3,90.2,6.6,0,0,76.9
65.3,86.4,9.3,1,2,79.9
82,58.8,5.8,1,2,66
61.9,91.9,7.1,1,2,79
59,91.2,6.7,1,0,75.7
68.7,90,6.1,1,0,80.6
82.3,84.5,7.2,0,0,82.9
73,82.6,6.5,0,0,76.6
70.4,92.4,7.5,0,0,81
75.4,100,7.5,0,2,80.8
57.5,68.6,6.8,0,1,60.1
79.9,92.9,7.1,1,0,92.5
78.8,79,7.2,1,0,81.1
70.9,78.4,8.5,1,1,80.3
85.1,61.6,7.3,1,1,76.9
63.7,76.6,8.5,1,0,81.4
86.3,68,8.2,0,0,85.9
76.5,74.4,8.2,1,2,78.2
71.6,66.8,9.2,1,2,74.2
74.8,74.6,6.2,0,0,70.7
73.9,75.1,6.9,1,2,70.2
87.2,81.2,9.6,0,2,79.3
64.2,60.6,7.2,0,0,63.9
67.4,62.7,4.1,0,2,52
85.4,84.3,7.3,1,0,90.6
69,70.4,7.7,1,2,73.4
84,92.9,4.4,1,2,79.7
92,82.7,9.1,1,0,96.4
71,87.3,6.6,0,2,71.4
81.8,96.9,7.9,1,2,85.8
63.5,76.3,7.2,1,1,68.6
82.5,73.1,6,0,0,78.5
77,90.5,6.2,1,0,82
79.7,86.1,6.4,0,1,80.1
68.5,77.8,8.8,0,2,77.1
58.4,96.7,7.3,1,1,84.8
80,77.5,6.9,1,0,81.7
54.4,80.4,6.4,1,0,72.8
71.8,80.3,8.9,1,0,81
84.4,68.8,9.3,1,1,88.8
76.9,80.9,8.9,1,1,84.5
94.5,96.8,8.1,1,2,93.9
85.3,85.3,7.8,1,0,87.7
68.5,80.4,6,1,0,80.2
75.3,78.1,7.2,1,2,77.3
74.5,84,6.7,1,2,80
59.2,89,5.3,1,2,72
65.6,87.3,8.8,1,0,83
69.4,76,6.7,1,0,79.3
54.6,83.9,8.9,0,0,76.3
75.5,85.8,8.6,1,2,79.7
72.5,67.9,8.2,1,0,74.5
58.3,82,8.2,1,1,77
79,54.1,6.8,1,2,70.5
82.2,85.8,9.7,0,0,93.6
77.3,87.9,7.6,1,0,80.8
71.8,89,7.9,0,1,81.1
80.9,75.3,6.7,1,0,82.4
81.8,83.7,6.4,1,0,84.9
78.1,97.1,8.1,1,1,93.2
66.8,97,7.8,1,2,84
77.8,79.6,6.6,1,2,74.1
87,81.7,5.8,0,0,78
69,93.3,6,0,1,78.8
96,62,8.9,1,0,89
69.7,76.1,6.8,0,0,74.3
75.3,96,7.1,0,0,80
68.3,91.7,9.2,1,0,84.3
77.2,84.4,6.2,1,1,83
57.6,61.9,6.6,1,2,61
69.5,79.4,6.6,0,2,71.1
64.1,72.9,9.4,0,1,77.9
76.4,84,9.9,1,0,85.3
84.9,70.3,8.4,1,0,82.7
81.5,67.7,8.4,1,2,76
51.3,55.2,6.8,0,2,55.3
95.4,94.7,9.8,0,0,100
78,75.2,7.8,0,0,74.5
67.2,81.9,8.5,1,0,81.7
76.6,80,7.4,0,0,82
76.8,67.2,7.2,1,0,71.4
68.3,64.9,9.5,0,0,74.1
77,67.9,8.1,1,0,75.6
68.9,71.3,9.2,0,0,74.7
71,84.4,7.8,1,0,75.2
68.1,70.5,6.5,0,1,73.6
60.7,100,6.8,1,1,80.8
76.5,92.3,7.6,1,2,81.3
80.9,89.7,6.7,0,1,83.7
80.1,78.6,6.2,1,1,76.7
83.2,98.2,8.9,1,0,92
78.2,77.4,6.8,1,0,85.5
69.7,79.6,7.7,1,1,84.5
83.4,82,7.9,1,2,81.1
61.4,88.4,6.8,0,0,78.7
